"","nama","harga","seller","terjual","link","waktu.scrape"
"681","BERTOLLI EXTRA VIRGIN OLIVE OIL 2L","Rp282.500","MOMOGO ID","Terjual 79 Produk","https://www.tokopedia.com/momogoid/bertolli-extra-virgin-olive-oil-2l-71eb?trkid=f%3DCa2495L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D5_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D39_catid%3D1160_bmexp%3D11&whid=0",2020-09-05 10:46:15
"682","Filippo Berio Extra Light Olive Oil 1 Liter/Minyak Zaitun Filipo Berio","Rp185.000","Sukses Organic Shop","Terjual 103 Produk","https://www.tokopedia.com/suksesorganik/filippo-berio-extra-light-olive-oil-1-liter-minyak-zaitun-filipo-berio?trkid=f%3DCa2495L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D5_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D40_catid%3D1160_bmexp%3D11&whid=0",2020-09-05 10:46:15
"683","Minyak Zaitun Olive Oil Extra Virgin Asli Bisa Diminum Perasan Pertama","Rp35.000","Nurul agency cileungsi","Terjual 182 Produk","https://www.tokopedia.com/nurulagency/minyak-zaitun-olive-oil-extra-virgin-asli-bisa-diminum-perasan-pertama?trkid=f%3DCa2495L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D5_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D41_catid%3D2289_bmexp%3D11&whid=0",2020-09-05 10:46:15
"684","EVOO Baby Olive Oil Casa Di Oliva Olivia For Kids Bayi Minyak Zaitun","Rp69.000","Sabrina Room","Terjual 177 Produk","https://www.tokopedia.com/sabrinaroom/evoo-baby-olive-oil-casa-di-oliva-olivia-for-kids-bayi-minyak-zaitun?trkid=f%3DCa2495L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D5_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D44_catid%3D1160_bmexp%3D11&whid=0",2020-09-05 10:46:15
"685","Deep Olive Oil","Rp120.000","HNI TAZKIA","Terjual 49 Produk","https://www.tokopedia.com/hnitazkia/deep-olive-oil?trkid=f%3DCa2495L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D5_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D45_catid%3D2289_bmexp%3D11&whid=0",2020-09-05 10:46:15
"686","Bertolli Classico Olive Oil 250ml / Minyak Zaitun Goreng","Rp48.000","greenara.id","Terjual 57 Produk","https://www.tokopedia.com/greenaraid/bertolli-classico-olive-oil-250ml-minyak-zaitun-goreng?trkid=f%3DCa2495L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D5_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D46_catid%3D1160_bmexp%3D11&whid=0",2020-09-05 10:46:15
"687","Minyak Zaitun sufi pomace olive oil 5L (khusus sameday)","Rp318.500","Shabani official","Terjual 81 Produk","https://www.tokopedia.com/shabaniofficial/minyak-zaitun-sufi-pomace-olive-oil-5l-khusus-sameday?trkid=f%3DCa2495L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D5_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D47_catid%3D1160_bmexp%3D11&whid=0",2020-09-05 10:46:15
"688","BERTOLLI CLASSICO OLIVE OIL 1L","Rp153.000","MOMOGO ID","Terjual 105 Produk","https://www.tokopedia.com/momogoid/bertolli-classico-olive-oil-1l?trkid=f%3DCa2495L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D5_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D48_catid%3D1160_bmexp%3D11&whid=0",2020-09-05 10:46:15
"689","Minyak Zaitun olive oil/ Extra virgin olive oil 40ml","Rp19.500","Sehat Makmur 189","Terjual 99 Produk","https://www.tokopedia.com/2191974/minyak-zaitun-olive-oil-extra-virgin-olive-oil-40ml?trkid=f%3DCa2495L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D5_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D49_catid%3D1160_bmexp%3D11&whid=0",2020-09-05 10:46:15
"690","COBRAM EXTRA VIRGIN OLIVE OIL CLASSIC FLAVOUR 375 ML","Rp80.000","Club Sehat Store","Terjual 102 Produk","https://www.tokopedia.com/clubsehatonline/cobram-extra-virgin-olive-oil-classic-flavour-375-ml?trkid=f%3DCa2495L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D5_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D50_catid%3D1160_bmexp%3D11&whid=0",2020-09-05 10:46:15
"691","COSTAD ORO EXTRA VIRGIN OLIVE OIL TRUFFLE","Rp84.000","W-jaya Store","Terjual 229 Produk","https://www.tokopedia.com/w-jayastore/costad-oro-extra-virgin-olive-oil-truffle?trkid=f%3DCa2495L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D5_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D52_catid%3D1160_bmexp%3D11&whid=0",2020-09-05 10:46:15
"692","Bertolli Extra Light Olive Oil 2 LTR Minyak Goreng Sehat Best Seller","Rp285.000","Food Republic","Terjual 78 Produk","https://www.tokopedia.com/foodrepublic/bertolli-extra-light-olive-oil-2-ltr-minyak-goreng-sehat-best-seller?trkid=f%3DCa2495L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D5_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D53_catid%3D1160_bmexp%3D11&whid=0",2020-09-05 10:46:15
"693","Minyak Zaitun Al Afiat Extra Virgin Olive Oil 350 ML Zaitun Oil Murni","Rp62.500","Lapak Barokah","Terjual 126 Produk","https://www.tokopedia.com/lapakbarokah/minyak-zaitun-al-afiat-extra-virgin-olive-oil-350-ml-zaitun-oil-murni-415c?trkid=f%3DCa2495L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D5_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D54_catid%3D2289_bmexp%3D11&whid=0",2020-09-05 10:46:15
"694","Minyak Zaitun ekstra virgin olive oil 1 L / 1000ml alghuroba ghuroba","Rp130.000","TerasHerbal SOLO","Terjual 45 Produk","https://www.tokopedia.com/terasherbal/minyak-zaitun-ekstra-virgin-olive-oil-1-l-1000ml-alghuroba-ghuroba?trkid=f%3DCa2495L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D5_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D57_catid%3D2289_bmexp%3D11&whid=0",2020-09-05 10:46:15
"695","FILIPPO BERIO EXTRA VIRGIN OLIVE OIL 500 ML","Rp94.000","BestCMart","Terjual 88 Produk","https://www.tokopedia.com/bestcmart/filippo-berio-extra-virgin-olive-oil-500-ml?trkid=f%3DCa2495L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D5_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D58_catid%3D1160_bmexp%3D11&whid=0",2020-09-05 10:46:15
"696","MINYAK ZAITUN Extra virgin olive oil","Rp30.000","hpaihpai","Terjual 271 Produk","https://www.tokopedia.com/hpaihpai/minyak-zaitun-extra-virgin-olive-oil?trkid=f%3DCa2495L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D5_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D60_catid%3D2289_bmexp%3D11&whid=0",2020-09-05 10:46:15
"697","BERTOLLI CLASSICO OLIVE OIL 500ML (MINYAK ZAITUN CLASSICO)","Rp82.500","PD LARIS","Terjual 108 Produk","https://www.tokopedia.com/pdlaris/bertolli-classico-olive-oil-500ml-minyak-zaitun-classico?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D6_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D1_catid%3D1160_bmexp%3D11&whid=0",2020-09-05 10:46:15
"698","Minyak Zaitun Medina 325ml Ekstra Virgin Olive Oil BPOM Asli Original","Rp42.000","ALLIFA HERBAL","Terjual 94 Produk","https://www.tokopedia.com/allifaherbal/minyak-zaitun-medina-325ml-ekstra-virgin-olive-oil-bpom-asli-original?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D6_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D2_catid%3D2289_bmexp%3D11&whid=0",2020-09-05 10:46:15
"699","Minyak Zaitun / Olive oil murni asli 100% 500ml atau 1/2 liter","Rp45.000","Grosir lensa indo","Terjual 159 Produk","https://www.tokopedia.com/lensaadd/minyak-zaitun-olive-oil-murni-asli-100-500ml-atau-1-2-liter?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D6_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D3_catid%3D2289_bmexp%3D11&whid=0",2020-09-05 10:46:15
"700","Borges Extra Virgin Olive Oil - 500 ml","Rp114.000","Nourish Indonesia","Terjual 64 Produk","https://www.tokopedia.com/nourishindonesia/borges-extra-virgin-olive-oil-500-ml?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D6_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D4_catid%3D1160_bmexp%3D11&whid=0",2020-09-05 10:46:15
"701","Minyak Zaitun Al Amir Extra Virgin Olive Oil 250 ml","Rp56.000","harga grosir 01","Terjual 59 Produk","https://www.tokopedia.com/tokohebalmurah/minyak-zaitun-al-amir-extra-virgin-olive-oil-250-ml?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D6_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D6_catid%3D2289_bmexp%3D11&whid=0",2020-09-05 10:46:15
"702","EVOO Baby Olive Oil For Kids Bayi Minyak Zaitun","Rp60.000","MBL Store","Terjual 45 Produk","https://www.tokopedia.com/medanbaganlang/evoo-baby-olive-oil-for-kids-bayi-minyak-zaitun?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D6_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D7_catid%3D1160_bmexp%3D11&whid=0",2020-09-05 10:46:15
"703","Naroop Minyak Goreng Sehat Blend Canola Extra Virgin Olive Oil 1L","Rp90.000","Nourish Indonesia","Terjual 65 Produk","https://www.tokopedia.com/nourishindonesia/naroop-minyak-goreng-sehat-blend-canola-extra-virgin-olive-oil-1l?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D6_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D9_catid%3D1160_bmexp%3D11&whid=0",2020-09-05 10:46:15
"704","Costa D'Oro Extra Virgin Olive Oil 5 L (Import) Minyak Zaitun","Rp600.000","Premium Food Importer","Terjual 59 Produk","https://www.tokopedia.com/premiumfood/costa-d-oro-extra-virgin-olive-oil-5-l-import-minyak-zaitun?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D6_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D10_catid%3D1160_bmexp%3D11&whid=0",2020-09-05 10:46:15
"705","Evoo minyak zaitun Casa di Oliva Extra Virgin Olive Oil for Kids","Rp79.000","Liana Baby","Terjual 52 Produk","https://www.tokopedia.com/lianababy/evoo-minyak-zaitun-casa-di-oliva-extra-virgin-olive-oil-for-kids?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D6_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D11_catid%3D1160_bmexp%3D11&whid=0",2020-09-05 10:46:15
"706","Dougo Extra Virgin Olive Oil 250mL","Rp50.000","Pandurasa Official Store","Terjual 73 Produk","https://www.tokopedia.com/pandurasastore/dougo-extra-virgin-olive-oil-250ml?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D6_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D12_catid%3D1160_bmexp%3D11&whid=0",2020-09-05 10:46:15
"707","Minyak Zaitun Borges Extra Virgin Olive Oil 250 ml - TANPA BUBBLE","Rp43.999","Mulia Shop","Terjual 158 Produk","https://www.tokopedia.com/muliashop/minyak-zaitun-borges-extra-virgin-olive-oil-250-ml-tanpa-bubble?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D6_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D13_catid%3D1160_bmexp%3D11&whid=0",2020-09-05 10:46:15
"708","Bertolli Extra Virgin Olive Oil - 250 ml","Rp55.000","Genki Plant","Terjual 68 Produk","https://www.tokopedia.com/genkiplant/bertolli-extra-virgin-olive-oil-250-ml?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D6_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D14_catid%3D1162_bmexp%3D11&whid=0",2020-09-05 10:46:15
"709","Extra Virgin Olive Oil 1 L","Rp90.000","Herbal Gayatri","Terjual 51 Produk","https://www.tokopedia.com/herbal-gayatri/extra-virgin-olive-oil-1-l?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D6_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D15_catid%3D1160_bmexp%3D11&whid=0",2020-09-05 10:46:15
"710","Filippo Berio Extra Virgin Olive Oil 250ml","Rp58.000","Nourish Indonesia","Terjual 50 Produk","https://www.tokopedia.com/nourishindonesia/filippo-berio-extra-virgin-olive-oil-250ml?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D6_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D16_catid%3D1160_bmexp%3D11&whid=0",2020-09-05 10:46:15
"711","BORGES Grapeseed Olive Oil Minyak Zaitun [1 L]","Rp117.950","FingerLand","Terjual 194 Produk","https://www.tokopedia.com/finger-land/borges-grapeseed-olive-oil-minyak-zaitun-1-l?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D6_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D17_catid%3D1160_bmexp%3D11&whid=0",2020-09-05 10:46:15
"712","Minyak Zaitun LE RICHE 300ml | Asli LeRiche Extra Virgin Olive Oil","Rp35.000","Sumber & Waras","Terjual 66 Produk","https://www.tokopedia.com/sumberwarassehat/minyak-zaitun-le-riche-300ml-asli-leriche-extra-virgin-olive-oil?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D6_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D18_catid%3D2289_bmexp%3D11&whid=0",2020-09-05 10:46:15
"713","Bertolli Extra Light Olive Oil Minyak Zaitun 500 ml","Rp92.000","HouseHerbal","Terjual 30 Produk","https://www.tokopedia.com/househerbal/bertolli-extra-light-olive-oil-minyak-zaitun-500-ml?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D6_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D19_catid%3D1160_bmexp%3D11&whid=0",2020-09-05 10:46:15
"714","Coosur - Extra Virgin Olive Oil - 1 L","Rp145.000","Organik Shop Jakarta","Terjual 70 Produk","https://www.tokopedia.com/organikshopjak/coosur-extra-virgin-olive-oil-1-l?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D6_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D20_catid%3D1160_bmexp%3D11&whid=0",2020-09-05 10:46:15
"715","Bertolli Extra Virgin Olive Oil 250ml (Minyak Zaitun) (Via Gojek)","Rp49.500","Philocoffee","Terjual 40 Produk","https://www.tokopedia.com/philocoffee/bertolli-extra-virgin-olive-oil-250ml-minyak-zaitun-via-gojek?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D6_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D22_catid%3D1160_bmexp%3D11&whid=0",2020-09-05 10:46:15
"716","BERTOLLI EXTRA LIGHT OLIVE OIL 250ML","Rp44.500","MOMOGO ID","Terjual 54 Produk","https://www.tokopedia.com/momogoid/bertolli-extra-light-olive-oil-250ml?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D6_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D23_catid%3D1160_bmexp%3D11&whid=0",2020-09-05 10:46:15
"717","MINYAK ZAITUN MUMTAZ 60ML EXTRACT VIRGIN/ OLIVE OIL","Rp9.950","Dehace Jakarta","Terjual 136 Produk","https://www.tokopedia.com/dehace/minyak-zaitun-mumtaz-60ml-extract-virgin-olive-oil?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D6_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D24_catid%3D1160_bmexp%3D11&whid=0",2020-09-05 10:46:15
"718","Minyak Zaitun Extra virgin Olive Oil Asli Original","Rp10.400","Al - Mubarok Store","Terjual 194 Produk","https://www.tokopedia.com/mubarokcityaja/minyak-zaitun-extra-virgin-olive-oil-asli-original?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D6_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D27_catid%3D2289_bmexp%3D11&whid=0",2020-09-05 10:46:15
"719","BERTOLLI EXTRA VIRGIN OLIVE OIL 500ML (MINYAK ZAITUN EKSTRA VIRGIN)","Rp85.000","PD LARIS","Terjual 132 Produk","https://www.tokopedia.com/pdlaris/bertolli-extra-virgin-olive-oil-500ml-minyak-zaitun-ekstra-virgin?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D6_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D28_catid%3D1160_bmexp%3D11&whid=0",2020-09-05 10:46:15
"720","Minyak Zaitun Extra Virgin Olive Oil Borges 250ml","Rp44.999","TokoSurabaya","Terjual 147 Produk","https://www.tokopedia.com/tokosurabayaa/minyak-zaitun-extra-virgin-olive-oil-borges-250ml?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D6_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D29_catid%3D1160_bmexp%3D11&whid=0",2020-09-05 10:46:15
"721","Minyak Zaitun Extra Virgin Olive Oil AL AROBI 325 ml","Rp48.000","Propolis Grosiran","Terjual 172 Produk","https://www.tokopedia.com/propolistermurah/minyak-zaitun-extra-virgin-olive-oil-al-arobi-325-ml?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D6_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D30_catid%3D2289_bmexp%3D11&whid=0",2020-09-05 10:46:15
"722","MINYAK ZAITUN / OLIVE OIL MUELOLIVA 1 LITER","Rp110.000","lita frozen food","Terjual 136 Produk","https://www.tokopedia.com/litafrozenfood/minyak-zaitun-olive-oil-mueloliva-1-liter?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D6_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D31_catid%3D1160_bmexp%3D11&whid=0",2020-09-05 10:46:15
"723","Bertolli Extra Virgin Olive Oil 250ml / Minyak Zaitun Murni","Rp53.000","greenara.id","Terjual 60 Produk","https://www.tokopedia.com/greenaraid/bertolli-extra-virgin-olive-oil-250ml-minyak-zaitun-murni?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D6_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D33_catid%3D1160_bmexp%3D11&whid=0",2020-09-05 10:46:15
"724","BERTOLLI EXTRA VIRGIN OLIVE OIL 250ml","Rp49.000","888 Seasoning","Terjual 50 Produk","https://www.tokopedia.com/888seasoning/bertolli-extra-virgin-olive-oil-250ml?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D6_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D34_catid%3D1160_bmexp%3D11&whid=0",2020-09-05 10:46:15
"725","Bertolli Extra Light Olive Oil - 250 ml","Rp48.000","Genki Plant","Terjual 71 Produk","https://www.tokopedia.com/genkiplant/bertolli-extra-light-olive-oil-250-ml?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D6_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D35_catid%3D1162_bmexp%3D11&whid=0",2020-09-05 10:46:15
"726","BERTOLLI EXTRA LIGHT OLIVE OIL 500ml","Rp88.000","888 Seasoning","Terjual 41 Produk","https://www.tokopedia.com/888seasoning/bertolli-extra-light-olive-oil-500ml?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D6_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D37_catid%3D1160_bmexp%3D11&whid=0",2020-09-05 10:46:15
"727","BERTOLLI Extra Virgin Olive Oil 250 ml","Rp47.500","JFM26","Terjual 45 Produk","https://www.tokopedia.com/jfm26/bertolli-extra-virgin-olive-oil-250-ml?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D6_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D38_catid%3D1160_bmexp%3D11&whid=0",2020-09-05 10:46:15
"728","Extra Light Olive Oil 500ml (ELOO) LA RAMBLA | Minyak Zaitun Cooking - bubble wrap","Rp85.000","Baby Koala","Terjual 50 Produk","https://www.tokopedia.com/babykoalajakarta/extra-light-olive-oil-500ml-eloo-la-rambla-minyak-zaitun-cooking-bubble-wrap?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D6_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D40_catid%3D1160_bmexp%3D11&whid=0",2020-09-05 10:46:15
"729","Paket Mpasi ELOO 1 extra light olive oil elle vire belcube","Rp140.000","Tomato Babyshop","Terjual 40 Produk","https://www.tokopedia.com/tomatobabyshop/paket-mpasi-eloo-1-extra-light-olive-oil-elle-vire-belcube?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D6_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D42_catid%3D1160_bmexp%3D11&whid=0",2020-09-05 10:46:15
"730","Bertolli Extra Light Olive Oil Spray","Rp52.000","Grandstand","Terjual 124 Produk","https://www.tokopedia.com/grandstand/bertolli-extra-light-olive-oil-spray?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D6_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D43_catid%3D1160_bmexp%3D11&whid=0",2020-09-05 10:46:15
"731","BERTOLLI CLASSICO OLIVE OIL (250ML)","Rp45.000","BestCMart","Terjual 96 Produk","https://www.tokopedia.com/bestcmart/bertolli-classico-olive-oil-250ml?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D6_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D44_catid%3D1160_bmexp%3D11&whid=0",2020-09-05 10:46:15
"732","Filippo Berio Extra Virgin Olive Oil 250ml","Rp56.000","fiore9shop","Terjual 80 Produk","https://www.tokopedia.com/fiore9shop/filippo-berio-extra-virgin-olive-oil-250ml?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D6_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D45_catid%3D1160_bmexp%3D11&whid=0",2020-09-05 10:46:15
"733","Minyak Zaitun Olive Oil Zait Mubarok","Rp14.500","azzahrashop","Terjual 65 Produk","https://www.tokopedia.com/azzahra2012/minyak-zaitun-olive-oil-zait-mubarok?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D6_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D46_catid%3D2289_bmexp%3D11&whid=0",2020-09-05 10:46:15
"734","ZAITUN RS Extra Virgin Olive Oil 250 ml","Rp50.000","diva shop475","Terjual 37 Produk","https://www.tokopedia.com/divashop475/zaitun-rs-extra-virgin-olive-oil-250-ml?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D6_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D47_catid%3D2289_bmexp%3D11&whid=0",2020-09-05 10:46:15
"735","MINYAK ZAITUN | MUELOLIVA EXTRA VIRGIN OLIVE OIL 1 LITER","Rp120.000","lita frozen food","Terjual 113 Produk","https://www.tokopedia.com/litafrozenfood/minyak-zaitun-mueloliva-extra-virgin-olive-oil-1-liter?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D6_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D48_catid%3D1160_bmexp%3D11&whid=0",2020-09-05 10:46:15
"736","BORGES [250 ml] Extra Light Olive Oil","Rp52.000","greenara.id","Terjual 47 Produk","https://www.tokopedia.com/greenaraid/borges-250-ml-extra-light-olive-oil?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D6_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D49_catid%3D1160_bmexp%3D11&whid=0",2020-09-05 10:46:15
"737","Colavita Extra Virgin Olive Oil First Cold Pressed Minyak Zaitun 250ml","Rp135.000","kebhott_shop","Terjual 71 Produk","https://www.tokopedia.com/zarkasyi/colavita-extra-virgin-olive-oil-first-cold-pressed-minyak-zaitun-250ml?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D6_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D50_catid%3D1160_bmexp%3D11&whid=0",2020-09-05 10:46:15
"738","Pomace Olive Oil / Minyak Zaitun Pomace (1L)","Rp87.000","Gudang Kimia Jogja","Terjual 81 Produk","https://www.tokopedia.com/gudangkimia/pomace-olive-oil-minyak-zaitun-pomace-1l?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D6_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D51_catid%3D2289_bmexp%3D11&whid=0",2020-09-05 10:46:15
"739","BERTOLLI EXTRA VIRGIN OLIVE OIL 250ML","Rp45.000","MOMOGO ID","Terjual 101 Produk","https://www.tokopedia.com/momogoid/bertolli-extra-virgin-olive-oil-250ml?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D6_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D52_catid%3D1160_bmexp%3D11&whid=0",2020-09-05 10:46:15
